series,signal_type,n_short,n_long,kappa,n_fires,n_fires_deduped,fire_rate_pct,tp_rate,fp_rate,avg_fwd_5d,avg_fwd_10d,avg_fwd_20d,avg_fwd_maxdd_20,avg_fwd_maxdd_40,median_fwd_maxdd_20
SPTM,VR_only,5,50,2.25,165,33.0,7.294429708222812,0.26666666666666666,0.7333333333333333,-0.24929403273706605,-0.06510634015401603,1.599931849646813,-4.283891871016638,-6.200577802077692,-2.029799179443174
SPTM,VR+R5<0,5,50,2.5,105,25.0,4.641909814323608,0.2761904761904762,0.7238095238095238,-0.13858712209709304,0.07108846093934415,2.1268180604216638,-4.457430269295894,-6.22962023387762,-2.3122197309417656
SPTM,VR_only,5,50,2.5,138,29.0,6.10079575596817,0.2753623188405797,0.7246376811594203,-0.3415689470133394,-0.24959213195220706,1.5109067356002448,-4.655797823158002,-6.720671131812438,-2.2840559934170357
SPTM,VR+R5<0,5,50,3.0,62,17.0,2.7409372236958442,0.3387096774193548,0.6612903225806451,-0.34036103653739763,-0.06661900590643127,3.1019436089843273,-4.977162555107501,-6.162510732973117,-2.881474597428233
SPTM,VR_only,5,50,3.0,79,19.0,3.4924845269672855,0.35443037974683544,0.6455696202531646,-0.8299288812647613,-0.6920426865119783,2.0036332486857584,-5.702054336673186,-7.539179587206777,-3.3416528008873265
SPTM,VR+R5<0,5,50,3.5,42,13.0,1.8567639257294428,0.35714285714285715,0.6428571428571429,-0.746308834206677,-0.7073732298671968,3.092541028383838,-5.765994070847536,-6.424077302073494,-3.388673770464928
SPTM,VR_only,5,50,3.5,51,14.0,2.2546419098143233,0.37254901960784315,0.6274509803921569,-1.6176047107587803,-1.8056141118426197,2.0217820998503284,-6.71653787840549,-7.345118464642401,-3.607120549656785
SPTM,VR+R5<0,5,50,4.0,28,9.0,1.237842617152962,0.39285714285714285,0.6071428571428571,-1.3753229890772347,-1.5017575373651828,2.7642315311337895,-6.728326438019295,-7.074483659866823,-4.014304031295687
SPTM,VR_only,5,50,4.0,35,9.0,1.5473032714412025,0.4,0.6,-2.430474990761324,-2.9114893325768723,1.4719618278720334,-8.077652142437106,-8.437407777642669,-4.30940939389247
SPTM,VR+R5<0,5,100,1.5,225,43.0,9.946949602122016,0.33783783783783783,0.6621621621621622,0.37397527910505024,0.5916210322911023,1.3137919455597102,-4.396477524843236,-5.937279199633936,-2.386262835483572
