series,signal_type,n_short,n_long,kappa,n_fires,n_fires_deduped,fire_rate_pct,tp_rate,fp_rate,avg_fwd_5d,avg_fwd_10d,avg_fwd_20d,avg_fwd_maxdd_20,avg_fwd_maxdd_40,median_fwd_maxdd_20
SPTM,VR_only,5,100,3.0,95,17.0,4.199823165340407,0.3368421052631579,0.6631578947368421,-0.6308001286177152,-0.26167667798877325,1.7804213948122694,-6.01298716956818,-7.972738815119109,-2.738654147105062
SPTM,VR+R5<0,5,100,3.5,54,11.0,2.3872679045092835,0.2962962962962963,0.7037037037037037,0.06327189687294231,0.5803597456065853,3.67924631059137,-5.245726394832868,-6.351227152375253,-2.089179048187664
SPTM,VR_only,5,100,3.5,72,12.0,3.183023872679045,0.3333333333333333,0.6666666666666666,-0.7366772301007143,-0.06322552925017726,2.6812396755389116,-6.112849139425437,-7.672481226983161,-2.9373327113254426
SPTM,VR+R5<0,5,100,4.0,45,10.0,1.989389920424403,0.3111111111111111,0.6888888888888889,-0.20436520238076616,0.5394536800866844,4.009377414044383,-5.260967586546876,-6.578788460833124,-1.922465840483023
SPTM,VR_only,5,100,4.0,57,11.0,2.519893899204244,0.3508771929824561,0.6491228070175439,-1.0706773192152659,-0.5424326326736625,2.9384724510419025,-6.317621618832192,-7.435517294787863,-3.205791106515131
SPTM,VR+R5<0,10,50,1.5,206,37.0,9.106984969053935,0.28640776699029125,0.7135922330097088,0.2998545446780724,0.7736296509058738,1.9074489516084547,-4.006540234494724,-5.55789874703041,-1.9307620061139896
SPTM,VR_only,10,50,1.5,404,44.0,17.86030061892131,0.23514851485148514,0.7648514851485149,0.16413602381319095,0.6100950070859604,1.339886784372926,-3.6575455271868473,-5.351460497392862,-1.7027319265400613
SPTM,VR+R5<0,10,50,1.75,148,26.0,6.542882404951371,0.2702702702702703,0.7297297297297297,0.49704009507049,0.7351127077004469,2.3456718043191627,-4.37467018157389,-6.073742673215628,-2.115976902776102
SPTM,VR_only,10,50,1.75,270,30.0,11.936339522546419,0.21851851851851853,0.7814814814814814,0.2146685830550835,0.45851261260644705,1.5421624789086252,-4.137698346627386,-6.131047488189552,-2.0868750874244695
SPTM,VR+R5<0,10,50,2.0,98,18.0,4.332449160035367,0.2857142857142857,0.7142857142857143,0.43530119467163,0.3261354568927986,2.856025281180923,-5.11318653099531,-6.247016358976299,-2.446155815254353
SPTM,VR_only,10,50,2.0,181,23.0,8.001768346595933,0.23756906077348067,0.7624309392265194,0.1095222787841171,0.09490337967961085,1.4414008170454966,-4.885126396414029,-6.993573896494013,-2.6009791921665046
SPTM,VR+R5<0,10,50,2.25,75,10.0,3.3156498673740056,0.22666666666666666,0.7733333333333333,0.5247331767355948,1.245309091551533,4.546156654395142,-4.02852751512032,-4.830512906971441,-2.255892255892306
SPTM,VR_only,10,50,2.25,128,14.0,5.658709106984968,0.21875,0.78125,-0.04914512933432953,0.6545710067018103,2.545715895851666,-4.340880416287523,-6.124307687939107,-2.623040336947252
SPTM,VR+R5<0,10,50,2.5,56,9.0,2.475685234305924,0.2857142857142857,0.7142857142857143,0.17833374897372664,0.964351503702851,4.693106959330838,-4.807609597048963,-5.8104368985553805,-2.930358261636351
SPTM,VR_only,10,50,2.5,96,13.0,4.244031830238726,0.2604166666666667,0.7395833333333334,-0.3168348015991715,0.2910654914667743,2.5217154687711987,-5.06430801028492,-6.973422349660839,-2.9640236572478273
SPTM,VR+R5<0,10,50,3.0,25,6.0,1.1052166224580018,0.52,0.48,-1.4099784078778597,-0.45239531422391016,5.591477497655187,-8.209117104686747,-8.63807813802103,-5.365629311666452
SPTM,VR_only,10,50,3.0,41,6.0,1.8125552608311228,0.4146341463414634,0.5853658536585366,-2.300632708521786,-1.5139404637773577,3.307473348729536,-8.048061112559484,-8.858741950964584,-4.4870112831281075
SPTM,VR+R5<0,10,50,3.5,15,4.0,0.6631299734748011,0.7333333333333333,0.26666666666666666,-3.11773102461245,-0.6685385639230815,7.557307197350157,-9.50572595864087,-9.518658386704255,-7.1001494768310165
SPTM,VR_only,10,50,3.5,25,5.0,1.1052166224580018,0.6,0.4,-4.095991714144691,-3.0083393012490607,3.292305835546584,-9.953390764769535,-10.45305152735809,-6.0116354233996345
SPTM,VR+R5<0,10,50,4.0,1,1.0,0.044208664898320066,1.0,0.0,-15.223880597014594,-5.8706467661690525,2.122719734659939,-17.545605306799185,-17.545605306799185,-17.545605306799185
SPTM,VR_only,10,50,4.0,1,1.0,0.044208664898320066,1.0,0.0,-15.223880597014594,-5.8706467661690525,2.122719734659939,-17.545605306799185,-17.545605306799185,-17.545605306799185
SPTM,VR+R5<0,10,100,1.5,210,32.0,9.283819628647215,0.3238095238095238,0.6761904761904762,0.41503572966293584,0.904211234470927,1.6812828936539785,-4.412212830836957,-6.008406569888234,-2.4570143056899605
SPTM,VR_only,10,100,1.5,412,34.0,18.21396993810787,0.28883495145631066,0.7111650485436893,0.2257360743143669,0.5238958294226732,1.0426854120390712,-4.2389580576544725,-6.003722956395323,-2.3537451259538567
SPTM,VR+R5<0,10,100,1.75,160,25.0,7.073386383731211,0.3375,0.6625,0.4151511731929558,0.8666629802894279,2.0034389584917025,-4.628618870015029,-6.0899774303752086,-1.8912740725048758
SPTM,VR_only,10,100,1.75,304,26.0,13.4394341290893,0.3157894736842105,0.6842105263157895,0.25117325413006125,0.5478970956651315,1.0872940304036594,-4.636653436935739,-6.5898871024381425,-2.2304092927144517
SPTM,VR+R5<0,10,100,2.0,128,24.0,5.658709106984968,0.3203125,0.6796875,0.5140267066215422,0.770956105921412,2.504147468062108,-4.868041629949481,-5.923601201347668,-1.8912740725048758
SPTM,VR_only,10,100,2.0,235,26.0,10.389036251105217,0.2936170212765957,0.7063829787234043,0.34000612183634754,0.6194716501468251,1.6074664436064496,-4.7698344293872665,-6.688743136834339,-2.211484854116006
SPTM,VR+R5<0,10,100,2.25,100,18.0,4.420866489832007,0.32,0.68,0.5725333565292281,0.5781179162790981,2.9816962258213313,-5.224943180577544,-6.383599308269056,-1.9761325099630984
SPTM,VR_only,10,100,2.25,176,22.0,7.780725022104333,0.26704545454545453,0.7329545454545454,0.334074292875941,0.6363171826444158,2.3472141467676586,-4.740646642967575,-6.569009280010639,-2.251500549085747
SPTM,VR+R5<0,10,100,2.5,76,13.0,3.359858532272325,0.3026315789473684,0.6973684210526315,0.7596187955412119,0.8621398960662102,3.603996605958651,-5.3557885383241635,-6.458790072563166,-1.8912740725048758
SPTM,VR_only,10,100,2.5,136,13.0,6.012378426171529,0.25,0.75,0.38231891997022105,0.7726110005615853,2.532095517633422,-4.979656564830476,-7.056118640370664,-2.3542194856938434
SPTM,VR+R5<0,10,100,3.0,55,7.0,2.4314765694076037,0.34545454545454546,0.6545454545454545,0.739461735702851,0.8275364000607733,3.823411798238237,-6.441056210181569,-7.605270630546261,-2.2021546261090306
SPTM,VR_only,10,100,3.0,98,11.0,4.332449160035367,0.25510204081632654,0.7448979591836735,0.13689959448715028,0.43311198581277716,2.541661608613806,-5.547128560437128,-7.480751774278625,-2.363255559706075
SPTM,VR+R5<0,10,100,3.5,40,6.0,1.7683465959328029,0.35,0.65,0.38837040330533174,1.3411766108278123,5.452209735432297,-5.622273654557458,-6.941242036555183,-2.229023441000668
SPTM,VR_only,10,100,3.5,63,8.0,2.7851458885941645,0.30158730158730157,0.6984126984126984,-0.6545786275006646,0.543312132614537,3.8487123643267758,-5.719570633381171,-7.122656524170864,-2.372291633718307
SPTM,VR+R5<0,10,100,4.0,31,5.0,1.3704686118479221,0.41935483870967744,0.5806451612903226,-0.19819643022300268,0.7443459056574365,6.293678330801805,-6.8831464696068805,-7.246102518354045,-3.5051546391749877
SPTM,VR_only,10,100,4.0,50,5.0,2.2104332449160036,0.36,0.64,-1.3592075660332954,-0.17722230885371038,4.199863517384463,-6.8959333972991494,-7.6866554958233495,-3.596388960087367
SPTM,VR+R5<0,20,100,1.5,171,26.0,7.5596816976127315,0.3742690058479532,0.6257309941520468,0.3204878445634261,0.7090990807380005,1.408854601906716,-5.3873203588588,-6.677551282500746,-3.205791106515131
SPTM,VR_only,20,100,1.5,409,21.0,18.081343943412907,0.3080684596577017,0.6919315403422983,0.2638368487559935,0.4119507915231065,0.6547362240974253,-4.7661933137346875,-6.380952450469238,-2.6384692849949336
SPTM,VR+R5<0,20,100,1.75,130,18.0,5.747126436781609,0.38461538461538464,0.6153846153846154,0.44967190418712466,0.6789163643948689,1.5142047063923325,-5.709833402790426,-6.985513226924951,-3.329681409386809
SPTM,VR_only,20,100,1.75,291,15.0,12.86472148541114,0.2920962199312715,0.7079037800687286,0.32514029238270215,0.7079339638157839,1.4307991392048496,-4.555933586547822,-5.908191789629988,-2.8141459744171207
SPTM,VR+R5<0,20,100,2.0,87,15.0,3.8461538461538463,0.3103448275862069,0.6896551724137931,1.0258066690862122,1.1634002147824718,2.0055027849415668,-5.617582950891993,-7.245652803446459,-2.738654147105062
SPTM,VR_only,20,100,2.0,178,13.0,7.869142351900972,0.25280898876404495,0.7471910112359551,0.6879341301385021,1.0936709295506888,2.037537019268255,-4.541434511588075,-6.051326136798234,-2.646275870119312
SPTM,VR+R5<0,20,100,2.25,71,11.0,3.1388152077807248,0.352112676056338,0.647887323943662,0.8363655265427481,1.210330172166576,2.1237123748610385,-6.217756008245616,-7.9276719361767976,-2.738654147105062
SPTM,VR_only,20,100,2.25,140,8.0,6.18921308576481,0.2785714285714286,0.7214285714285714,0.5250796204361433,1.1423154694528665,2.1095901139356465,-4.970606086896237,-6.7067941916145015,-2.637048485827753
SPTM,VR+R5<0,20,100,2.5,56,10.0,2.475685234305924,0.32142857142857145,0.6785714285714286,1.2921031505373834,1.3061615938629365,3.1678849808209057,-6.3633741648491355,-7.782593944666603,-2.4496076452822093
SPTM,VR_only,20,100,2.5,109,7.0,4.818744473916888,0.25688073394495414,0.7431192660550459,0.66889063706982,1.1466250438887848,2.675647754614202,-5.158316765931456,-6.910183904922632,-2.4618637668027636
SPTM,VR+R5<0,20,100,3.0,38,6.0,1.6799292661361624,0.3684210526315789,0.631578947368421,0.999309240947121,1.1443309658841427,4.778976865462262,-7.061111473508881,-8.342911345005655,-2.972222626810096
SPTM,VR_only,20,100,3.0,76,4.0,3.359858532272325,0.27631578947368424,0.7236842105263158,0.4495571261539969,1.2097186232772505,3.8327505266801496,-5.68966891550525,-7.265409091756242,-2.693941426335787
SPTM,VR+R5<0,20,100,3.5,28,5.0,1.237842617152962,0.42857142857142855,0.5714285714285714,0.8456995740214119,1.9108656822544055,7.235540154182174,-7.053496291546027,-7.231745598475666,-2.690988590888587
SPTM,VR_only,20,100,3.5,60,3.0,2.6525198938992043,0.31666666666666665,0.6833333333333333,0.23352179025856956,1.7280176309710966,5.127319008921107,-5.7057659034442425,-6.084700194748107,-2.2872231299136687
SPTM,VR+R5<0,20,100,4.0,11,2.0,0.4862953138815208,0.5454545454545454,0.45454545454545453,2.714221076175079,5.477085243859721,13.114198510050773,-7.155188687795712,-7.155188687795712,-6.786651668541784
SPTM,VR_only,20,100,4.0,17,1.0,0.7515473032714411,0.47058823529411764,0.5294117647058824,2.2588633508722795,6.7879308873566275,12.966680830141316,-5.824238020192557,-5.824238020192557,-4.647936177592869
SPTM,VR+R5<0,20,200,1.5,180,24.0,7.957559681697612,0.40555555555555556,0.5944444444444444,0.15796171050447036,0.6352047113038598,1.3475745140356161,-5.298502649111961,-6.621346030524975,-3.2138651321577303
SPTM,VR_only,20,200,1.5,378,12.0,16.710875331564985,0.373015873015873,0.626984126984127,-0.0027207681556602153,0.1490076097457649,0.8176195875749991,-4.8876103244803435,-6.319470068578335,-3.110087578471627
SPTM,VR+R5<0,20,200,1.75,151,21.0,6.675508399646331,0.3708609271523179,0.6291390728476821,0.32994575642374374,0.9084468317222338,1.8780072122055274,-5.1536994973059915,-6.499950318171743,-2.8792912513841276
SPTM,VR_only,20,200,1.75,326,10.0,14.412024756852343,0.3619631901840491,0.6380368098159509,0.13286765152589497,0.25515854137175614,1.0178194590761054,-4.8517211207103195,-6.309120868321119,-3.0833674715912043
SPTM,VR+R5<0,20,200,2.0,120,18.0,5.305039787798409,0.36666666666666664,0.6333333333333333,0.7291240693015243,1.0846005092654694,2.4866081108328815,-5.201153215048369,-6.3764220584709435,-2.694628278371786
SPTM,VR_only,20,200,2.0,259,12.0,11.450044208664899,0.3204633204633205,0.6795366795366795,0.45626917608747364,0.5884096336095404,1.6618459924633968,-4.579014204310363,-5.9351339217947485,-2.738654147105062
SPTM,VR+R5<0,20,200,2.25,97,17.0,4.288240495137047,0.36082474226804123,0.6391752577319587,1.0977872664443316,1.608655099566132,3.5535940814168496,-4.8920619285354885,-5.7249599327066925,-2.6384692849949336
SPTM,VR_only,20,200,2.25,217,11.0,9.593280282935455,0.2764976958525346,0.7235023041474654,0.7581686118879084,1.1582418761969087,2.5243815799924247,-4.162702195149917,-5.281929492813484,-2.4581906105180513
SPTM,VR+R5<0,20,200,2.5,71,14.0,3.1388152077807248,0.30985915492957744,0.6901408450704225,1.4256163516535667,2.01779534272133,4.08230805083276,-5.014522850197529,-5.658112804756852,-2.28300667671776
SPTM,VR_only,20,200,2.5,176,10.0,7.780725022104333,0.21022727272727273,0.7897727272727273,0.9664788158373273,1.688045457673011,3.14393997359217,-3.81708479779916,-4.7979734968512,-2.1064388209620977
SPTM,VR+R5<0,20,200,3.0,41,8.0,1.8125552608311228,0.34146341463414637,0.6585365853658537,1.42481928424101,2.2993262209548986,6.004790750645241,-5.778886255324945,-5.900617489325672,-2.738654147105062
SPTM,VR_only,20,200,3.0,112,7.0,4.951370468611848,0.21428571428571427,0.7857142857142857,0.8757655807565115,2.0282901976954513,4.317281955159312,-3.986834879513691,-4.18983539271219,-1.904311397843307
SPTM,VR+R5<0,20,200,3.5,31,5.0,1.3704686118479221,0.3870967741935484,0.6129032258064516,0.9143183212505805,1.7461590332771642,6.4218447678992705,-6.791374881778397,-6.952374255779359,-3.5051546391749877
SPTM,VR_only,20,200,3.5,71,3.0,3.1388152077807248,0.29577464788732394,0.704225352112676,0.5271535060612411,1.7899972958719936,4.663937401856429,-5.222955780137719,-5.543181941802956,-2.2021546261090306
SPTM,VR+R5<0,20,200,4.0,27,5.0,1.1936339522546418,0.37037037037037035,0.6296296296296297,1.5280684748230335,3.395503155525101,8.490000540135451,-5.463589653387313,-5.648440786499528,-2.643323034672113
SPTM,VR_only,20,200,4.0,62,3.0,2.7409372236958442,0.27419354838709675,0.7258064516129032,0.5812484619876818,2.4634645160789117,5.6482029699925995,-4.7852875529113525,-5.151998157398964,-2.035936261176786
