date,portfolio_value,cash,cash_percentage,invested_value,positions,sptm_close,sptm_value,sptm_200dma_value,defensive_mode,defensive_symbol,defensive_value,reserve_percentage,strategy_ran,market_health,fees_paid_cumulative,trade_count,raw_rank_consideration_limit,max_position_fraction
2017-02-01,100000.0,100000.0,100.0,0.0,0,24.51,100000.0,93522.64381884942,cash,,0.0,100.0,False,,0.0,0,100,0.1
2017-02-02,100000.0,100000.0,100.0,0.0,0,24.56,100203.99836801304,93574.25540595675,cash,,0.0,100.0,False,,0.0,0,100,0.1
2017-02-03,99921.04357378022,8.191134203007323,0.008197606740325035,99912.85243957721,29,24.54,100122.39902080782,93627.49898000815,cash,,0.0,0.008197606740325035,True,True,78.95642621978861,29,100,0.1
2017-02-06,102105.09729497386,8.191134203007323,0.008022257869598575,102096.90616077086,29,24.71,100815.99347205221,93683.19053447573,cash,,0.0,0.008022257869598575,False,,78.95642621978861,29,100,0.1
2017-02-07,101423.30519087512,8.191134203007323,0.00807618543646541,101415.11405667212,29,24.69,100734.394124847,93737.86209710322,cash,,0.0,0.00807618543646541,False,,78.95642621978861,29,100,0.1
2017-02-08,100999.14419792627,8.191134203007323,0.00811010258359744,100990.95306372327,29,24.64,100530.39575683394,93794.77764177884,cash,,0.0,0.00811010258359744,False,,78.95642621978861,29,100,0.1
2017-02-09,99861.36915272262,8.191134203007323,0.008202505405749285,99853.17801851961,29,24.68,100693.59445124437,93853.12117503061,cash,,0.0,0.008202505405749285,False,,78.95642621978861,29,100,0.1
2017-02-10,101327.22969151655,8.247690579490154,0.0081396586135826,101318.98200093706,29,24.85,101387.1889024888,93914.52468380252,cash,,0.0,0.0081396586135826,True,True,84.74854240142243,32,100,0.1
2017-02-13,101677.26303744856,8.247690579490154,0.008111637088866626,101669.01534686907,29,24.94,101754.38596491229,93982.25214198284,cash,,0.0,0.008111637088866626,False,,84.74854240142243,32,100,0.1
2017-02-14,102593.11191387112,8.247690579490154,0.00803922449142029,102584.86422329163,29,25.11,102447.98041615666,94055.48755609954,cash,,0.0,0.00803922449142029,False,,84.74854240142243,32,100,0.1
2017-02-15,103333.69155355843,8.247690579490154,0.007981608375246451,103325.44386297894,29,25.15,102611.1791105671,94124.03100775194,cash,,0.0,0.007981608375246451,False,,84.74854240142243,32,100,0.1
2017-02-16,104181.43570870688,8.247690579490154,0.007916660509988403,104173.18801812739,29,25.28,103141.57486740105,94197.67441860466,cash,,0.0,0.007916660509988403,False,,84.74854240142243,32,100,0.1
2017-02-17,103282.82351854855,7.807374861708922,0.007559219041205623,103275.01614368685,29,25.23,102937.576499388,94273.76580987353,cash,,0.0,0.007559219041205623,True,True,89.12598096284425,34,100,0.1
2017-02-21,103181.18326799027,7.807374861708922,0.007566665369044077,103173.37589312857,29,25.24,102978.3761729906,94355.77315381476,cash,,0.0,0.007566665369044077,False,,89.12598096284425,34,100,0.1
2017-02-22,103952.14504749129,7.807374861708922,0.007510547144690537,103944.33767262958,29,25.49,103998.3680130559,94435.74051407588,cash,,0.0,0.007510547144690537,False,,89.12598096284425,34,100,0.1
2017-02-23,103492.2351262221,7.807374861708922,0.0075439233215775295,103484.4277513604,29,25.44,103794.36964504283,94513.25989392084,cash,,0.0,0.0075439233215775295,False,,89.12598096284425,34,100,0.1
